index,name,rating,author_title,review_text,review_rating,date,language,negative,neutral,positive
664,Mary's Coffee Club Maxvorstadt,4.3,Cathi Zwei,very sweet café with amazing cake and great service <3,5.0,2022-09-21,en,0.016693413257598877,0.07169099152088165,0.9116155505180359
665,Mary's Coffee Club Maxvorstadt,4.3,Ivana Moreno,"such a great cozy place, with amazing food. i will be back for sure!",5.0,2022-09-19,en,0.013668966479599476,0.04642494022846222,0.9399060606956482
666,Mary's Coffee Club Maxvorstadt,4.3,Philipp Kopper,"food is good, coffee rather mediocre. you can tell that they are no trained baristas. for that they do a decent job. often times, they are understaffed. the service is friendly and they are doing their best. but i had cold food servings and long waiting times. the location within a court is outstanding. but i’d only go during the week if the weather is nice.",3.0,2022-09-17,en,0.3347775936126709,0.24295081198215485,0.4222715198993683
667,Mary's Coffee Club Maxvorstadt,4.3,Luke Skywodka,"ich kann mich den vorrezensionistinnen nur anschliessen. hier kommt man in den hochkalorischen frühstücksgenuss, der den ganzen tag anhält. die karte ist recht überschaubar und der service ist irgendwie random aber das essen ist so herrlich, dass ich von eurer version egg benedict (auf waffeln) derart den ganzen tag voll war, dass ich erstmal  anschliessend die apotheke mit sodbrennen des jahres aufsuchen musste. top preis-kalorien verhältnis. wenn sichh meinen magen wieder normalisiert hat, komm ich wieder auf euch zurück.",4.0,2022-09-17,de,0.3237108886241913,0.22318926453590393,0.4530998468399048
668,Mary's Coffee Club Maxvorstadt,4.3,Anna Prints,tasty and cozy,5.0,2022-09-17,en,0.049000333994627,0.17010149359703064,0.7808981537818909
669,Mary's Coffee Club Maxvorstadt,4.3,Jo Jo,was will man mehr!?,5.0,2022-09-17,de,0.45908892154693604,0.4503621757030487,0.09054885059595108
670,Mary's Coffee Club Maxvorstadt,4.3,paulina,"11/10 frühstück! die frühstücks-burger sind nicht mehr von dieser welt, so lecker",5.0,2022-09-15,de,0.05302078649401665,0.06946562975645065,0.877513587474823
671,Mary's Coffee Club Maxvorstadt,4.3,Moritz Martin,"sehr nette und freundliche bedienungen. wir kamen kurz nach einem regen und die mitarbeiterinnen haben uns gleich den ganzen außenbereich trocken gelegt. obwohl echt viel los war nahmen sie sich viel zeit für uns und das essen kam dann auch super schnell.
der avocado toast ist auch super lecker. es wird auch echt nicht an avocado gespart.
der kaffee war auch super, wir kommen gerne wieder :)

man muss nur damit rechnen, dass man eventuell auch mal auf einen platz warten muss, da das cafe echt immer sehr voll ist.",5.0,2022-09-13,de,0.14295189082622528,0.11833146959543228,0.7387166619300842
672,Mary's Coffee Club Maxvorstadt,4.3,Christina Jacoby,"sehr schönes und leckeres frühstückslokal! gemütlich zum sitzen, nette bedienung und tolle qualität von essen und getränken. wollten noch was süßes bestellen aber waren alle total satt :) wir kommen auf jeden fall wieder!",5.0,2022-09-12,de,0.028683464974164963,0.04672079533338547,0.9245957732200623
673,Mary's Coffee Club Maxvorstadt,4.3,Theresa Wolf,"we enjoyed a super tasty brunch at mary's. interieur, atmosphere, staff, food - a true delight! try the mykonos waffle, so tasty! :-) thank you mary's coffee club - we will definitely come back.",5.0,2022-09-12,en,0.023104149848222733,0.051764216274023056,0.925131618976593
674,Mary's Coffee Club Maxvorstadt,4.3,mikarogers,"lovely place, wonderful service and staff + amazing food 😍",5.0,2022-09-11,en,0.02062615565955639,0.059937603771686554,0.9194362163543701
675,Mary's Coffee Club Maxvorstadt,4.3,David Forbes,really lovely little cafe. almost like being back in stockholm. awesome staff. we will most definitely come back. well worth a significant detour. great food also!,5.0,2022-09-11,en,0.02776438556611538,0.07845105230808258,0.8937845826148987
676,Mary's Coffee Club Maxvorstadt,4.3,Maddalena Tabarelli,"ottima esperienza! ci sono tante opzioni per brunch e colazione, ma è adattissimo anche per pranzo. il personale è attento e gentile. i prezzi sono variabili, ma volendo si riesce a rimanere entro i 15 euro.",5.0,2022-09-11,it,0.02729092165827751,0.1655299961566925,0.8071790933609009
677,Mary's Coffee Club Maxvorstadt,4.3,Tejdeep Gill,"*highly recommend *
a genuine long review:
when you enter the rose ambience welcomes you with warmth of love and calmness with a view of garden landscape
we ordered cappuccino and banana cake which were delicious the man serving us was really friendly and helpful as we reached just before the closing time. definitely try it out for an evening chill out !",5.0,2022-09-10,en,0.05311229079961777,0.12546750903129578,0.8214202523231506
678,Mary's Coffee Club Maxvorstadt,4.3,Josefine Auer,"sehr netter herr, der uns bedient hat 😊",5.0,2022-09-10,de,0.016579225659370422,0.03855680674314499,0.9448639750480652
679,Mary's Coffee Club Maxvorstadt,4.3,Steffen Fabel,frühstück mal etwas anders. lachsburger 👍,5.0,2022-09-09,de,0.05516234040260315,0.2226397842168808,0.7221978306770325
680,Mary's Coffee Club Maxvorstadt,4.3,Maximilian Willis,"sehr geiles café, kaffee ist sehr stark, auch der käsekuchen ist traumhaft. der service ist unverschämt gut, shoutout an armani, bester mann!!!",5.0,2022-09-08,de,0.04119709134101868,0.05389314144849777,0.9049097895622253
681,Mary's Coffee Club Maxvorstadt,4.3,Elena Lu,"optisch ist das café super, der rest leider nicht so.
man sitzt sehr nah aufeinander, die bedienungen sind allesamt zwar nett, aber wenig professionell und das essen fand ich recht teuer, geschmacklich aber nicht besonders berauschend.
ich war tatsächlich eher enttäuscht von unserem besuch",2.0,2022-09-07,de,0.7918254137039185,0.1007581427693367,0.10741648077964783
682,Mary's Coffee Club Maxvorstadt,4.3,Hyperion,insgesamt in ordnung. die bedienung war bei meinem besuch sehr freundlich und zuvorkommend. dazu ist das café nach der renovierung sehr hübsch eingerichtet. leider sind die preise gerade für einfache produkte unverschämt teuer.,3.0,2022-09-07,de,0.3314391076564789,0.15595170855522156,0.5126091837882996
683,Mary's Coffee Club Maxvorstadt,4.3,Sára Blahůtová,"friendly staff and nice ambience, but the food looked better than it tasted. nothing special and i can’t say that we liked it.",3.0,2022-08-28,en,0.1938215047121048,0.2196655571460724,0.5865129232406616
684,Mary's Coffee Club Maxvorstadt,4.3,Lauren Deady,"delicious food, great vibe! highly recommend.",5.0,2022-08-28,en,0.011347944848239422,0.050297580659389496,0.9383544325828552
685,Mary's Coffee Club Maxvorstadt,4.3,Steffen Nienhaus,ein wahnsinnig tolles lokal mit unfassbar netten personal! eine liebevolle atmosphäre die zum zeit vergessen einlädt. ich habe mich sehr willkommen gefühlt & konnte die liebe & dankbarkeit spüren. sehr weiter zu empfehlen ☺️♥️,5.0,2022-08-27,de,0.03203333169221878,0.0410529263317585,0.9269137382507324
686,Mary's Coffee Club Maxvorstadt,4.3,Lieselotte Armbruster,"ein sehr schönes kaffee, in welchem man sich gleich ganz besonders fühlt. zu empfehlen ist die hausgemachte limonde und auch der köstliche kuchen! wlan gibt es dort auch, weshalb es ein guter platz zum arbeiten ist. aber vorsicht!! man kann nur mit karte zahlen. das wird einem aber auch nochmal gesagt :)",5.0,2022-08-26,de,0.04409614950418472,0.06676881015300751,0.8891350626945496
687,Mary's Coffee Club Maxvorstadt,4.3,Kostas Stavropoulos,"very nice location, very friendly personnel, nice coffee / breakfast.
the prices can be a bit lower, but overall it was a pleasant experience :)",5.0,2022-08-25,en,0.026455052196979523,0.09556194394826889,0.877983033657074
688,Mary's Coffee Club Maxvorstadt,4.3,Kevin XU,great food with many breakfast options in typical bavarian style,5.0,2022-08-25,en,0.03282918781042099,0.19613274931907654,0.7710380554199219
689,Mary's Coffee Club Maxvorstadt,4.3,Tammam Toboli,this place is such a dreamy place! you need to come here and have great food at a great location with an even better service! kristina and adina were fabulous 😍❤️,5.0,2022-08-25,en,0.02834067866206169,0.07100465148687363,0.9006546139717102
690,Mary's Coffee Club Maxvorstadt,4.3,MCH,"das essen ist sehr gut. die auswahl klein aber fein. die preise sind auf den ersten blick okay, jedoch summieren sich diese wenn man die benötigten toppings haben möchte. das personal ist etwas unfreundlich was das ambiente runterzieht.",3.0,2022-08-24,de,0.14003311097621918,0.16275689005851746,0.6972099542617798
691,Mary's Coffee Club Maxvorstadt,4.3,L. M S,"essen sehr lecker, ambiente wirklich schön. nur ist das personal etwas unfreundlich und pampig. die preise sind in ordnung.",3.0,2022-08-24,de,0.8164674639701843,0.10266072303056717,0.08087178319692612
692,Mary's Coffee Club Maxvorstadt,4.3,Paul Reber,"leckeres, frisches essen und nettes ambiente, aber die portionsgröße des frühstücks ist für den preis etwas zu klein.
restliche karte (burger etc.) sieht sehr gut und kreativ aus.",4.0,2022-08-23,de,0.19669871032238007,0.18591168522834778,0.6173896193504333
695,Mary's Coffee Club Maxvorstadt,4.3,Andrea O.,"war früher besser.
mein golden iced latte war eher eine kokosmilch mit einem schuss o-saft und ein hauch von kurkuma. also nicht das, was man sich von einer goldenen milch vorstellt - und das für mehr als 5€",1.0,2022-08-10,de,0.46121054887771606,0.44616037607192993,0.092629075050354
696,Mary's Coffee Club Maxvorstadt,4.3,Lara,"leider etwas enttäuschend. das cafe sieht echt schön aus aber leider hat es ewig gedauert bis unsere bestellung aufgenommen wurde. mussten zwei mal nachfragen. die nutella waffel, die wir bestellt hatten, war kalt und die schokoladensoße oder ""nutella"" war leider ziemlich geschmacklos. auch die heiße schokolade hat kaum nach schokolade geschmeckt. hätte mir bei den preisen mehr erhofft.",2.0,2022-08-07,de,0.9518041610717773,0.03444398194551468,0.013751856051385403
697,Mary's Coffee Club Maxvorstadt,4.3,Stefan Giesemann,"standen 45 min in der schlange - generell ok, aber wenn dann 2x einfreund der kellnerin von hinten in der schlange vorgelassen wird und einen tisch bekommt, geht das gar nicht! danach super langsamer und unfreundlicher service - zum essen kann ich nichts sagen, wir sind vor dem bestellen gegangen, nachdem wir nochmal 10 min auf eine karte gewartet haben, während die kellner zu 4 hinter der theke standen und sich gemütlich miteinander unterhielten.",1.0,2022-08-07,de,0.48979651927948,0.3730022609233856,0.13720110058784485
698,Mary's Coffee Club Maxvorstadt,4.3,Tete Baier,"das essen ist super lecker. das anstehen hat sich jedoch sehr gezogen 1 h wartezeit ist die location leider nicht wert. mit kürzerer schlange jedoch ein super spot für ein besonderes frühstück. preislich zwar etwas gehoben, aber super lecker. das naan mit rotebeetehumus ist wirklich sehr zu empfehlen.

für mehr rezensionen und foodcontent folg mir auf instagram: @food_taste_muc_dah",3.0,2022-08-03,de,0.34660011529922485,0.17331019043922424,0.4800897240638733
699,Mary's Coffee Club Maxvorstadt,4.3,Río Sedgwick,amazing spot tucked away in a quiet part of the city. i got the vegan burger which was delicious along with an aperol spritz and a dirty chai iced late with oat milk🤤 staff were lovely and i could not recommend enough!,5.0,2022-08-01,en,0.06324709951877594,0.11031202971935272,0.8264408707618713
700,Mary's Coffee Club Maxvorstadt,4.3,Tanja Gavric,"das essen war richtig lecker bis auf den ziegenkäse denn ich hatte, war ein bisschen geschockt weil man ihn zu sehr rausgeschmeckt hat..
ausserdem kommt man nicht ganz draus beim warten für den tisch. wir sind 10min draussen angestanden und haben gewartet weil da stand (indoor & outdoor) bitte warten sie werden an den tisch gebracht, obwohl wenn man drinnen essen möchte auch drinnen warten muss und für draussen dann draussen.. ist nicht gut beschriftet, sollte man villeicht ändern?
ansonsten war alles top, dass dessert war richtig lecker.",4.0,2022-07-31,de,0.2640402019023895,0.22128960490226746,0.5146702527999878
701,Mary's Coffee Club Maxvorstadt,4.3,Gabriela López,"wifi password: ""coffee42"", good wifi.
toilet wasn't good, super small, not very clean and smelly.
card payment only, which is a great plus.
you find them inside the passage.
waiting time is waaaaaaaaaay too long, they stuff more people into this small shop space than what they can actually handle.
it took 20minutes only to get the menu.
avo smash with poached egg + avo smash with halloumi. it was ok good.
orange juice was fresh and nice, but +€5 so a bit expensive imo.
okay place to try once.",3.0,2022-07-31,en,0.34626203775405884,0.2782289981842041,0.37550899386405945
702,Mary's Coffee Club Maxvorstadt,4.3,Luka D,the food took quite long and was really below average. find another place for a nice brunch,3.0,2022-07-23,en,0.8264221549034119,0.13056853413581848,0.043009255081415176
703,Mary's Coffee Club Maxvorstadt,4.3,Joanna S.,super schönes ambiente! das essen schmeckt sehr lecker. ich war war richtig begeistert! die bedienung auch top! kann es nur weiterempfehlen!,5.0,2022-07-22,de,0.018887436017394066,0.037945374846458435,0.9431671500205994
704,Mary's Coffee Club Maxvorstadt,4.3,Tim Asse,"guter kaffee, leckerer kuchen. preislich etwa im oberen mittelfeld angesiedelt (ca. 4€, je nach spezialität).",4.0,2022-07-21,de,0.08560076355934143,0.4221210479736328,0.4922780990600586
705,Mary's Coffee Club Maxvorstadt,4.3,Liang Lu (Sean),small but fine.,4.0,2022-07-10,en,0.07948440313339233,0.1584480255842209,0.7620675563812256
706,Mary's Coffee Club Maxvorstadt,4.3,Tien-hsin Wang,the portion of the food is adequate. the place is cozy. great moments for a lazy afternoon.,5.0,2022-07-08,en,0.03952621668577194,0.1291797012090683,0.8312940001487732
707,Mary's Coffee Club Maxvorstadt,4.3,Philipp Alsmeyer,"gutes essen gute location, leider etwas chaotisch und verwirrend",4.0,2022-07-06,de,0.9209073781967163,0.059377528727054596,0.019715091213583946
708,Mary's Coffee Club Maxvorstadt,4.3,Linda Lazzy,"cozy brunch restaurant ~ the location is a little bit hard to find, however the atmosphere is super.",5.0,2022-07-04,en,0.04800032824277878,0.2271890640258789,0.7248105406761169
709,Mary's Coffee Club Maxvorstadt,4.3,Maggy Chlebisz,"etwas versteckt in der amalienpassage, doch lohnt es sich allemal",5.0,2022-07-03,de,0.12646356225013733,0.3654947578907013,0.5080416798591614
711,Mary's Coffee Club Maxvorstadt,4.3,André H,"wir konnten das café zuerst nicht auffinden, weil es sehr versteckt in einem innenhof ist. die bedienung war sehr aufgestellt und freundlich. das essen war mega lecker und wir kommen gerne wieder.",5.0,2022-07-01,de,0.14907652139663696,0.17348766326904297,0.6774357557296753
712,Mary's Coffee Club Maxvorstadt,4.3,Nino Tsomaia,"the place is very nice. very friendly people there, i ordered breakfast burger and couldn't eat because i suppose the sauce had mustard and i personally can't eat mustard, so they brought me another one even though i didn't ask. so, the place is really worth the visit.",5.0,2022-06-27,en,0.4043427109718323,0.24654407799243927,0.34911319613456726
713,Mary's Coffee Club Maxvorstadt,4.3,Julian Münzer,"ich war jetzt schon öfter hier, auch am wochenende, da ist es sehr gut besucht, die stimmung ist immer cool und die servicekräfte sind super nett. kaffe und essen sind top! ich kanns jedem empfehlen! :)",5.0,2022-06-26,de,0.024282991886138916,0.056502565741539,0.9192144870758057
714,Mary's Coffee Club Maxvorstadt,4.3,Ciara Richards,"sooo yummy, i wish the shakshuka was still on the menu. there is so much choice and great coffees!",5.0,2022-06-21,en,0.06155719608068466,0.133979931473732,0.8044628500938416
715,Mary's Coffee Club Maxvorstadt,4.3,Savanna Lim,"was excited to try this place but it was disappointing ☹️ matcha latte tasted like milk and there was clumpy matcha powder at the bottom. eggs were overcooked and my waffle was burnt 🍳

cute interior and atheistic but that’s it unfortunately ☹️",3.0,2022-06-20,en,0.9402695298194885,0.04830355942249298,0.011426916345953941
716,Mary's Coffee Club Maxvorstadt,4.3,Rob,"incredible food! you get exceptional value and it’s very well located in a quiet backyard.

almost best thing about this pace is the service - so nice and professional, we loved it.",5.0,2022-06-12,en,0.024551430717110634,0.05432452633976936,0.9211239814758301
717,Mary's Coffee Club Maxvorstadt,4.3,Thomas Mayr,"ordered the buddha bowl taste was good but not great and ingredients were just enough to cover the bottom of the bowl and on top the salad was not fresh either  - very small portion had to eat another meal somewhere else.
my friend had the avo smash with salmon which was okay but also not outstanding.
there are plenty of other places in munich with better food and real portions. maybe the owners should do a competitive analysis and check out wagners, greens & grains would give them some great  insights
also very limited options for vegans.
but the service was very welcoming and friendly and would deserve 5 stars but the food could not convince.",3.0,2022-06-08,en,0.5060000419616699,0.2596632242202759,0.2343367636203766
718,Mary's Coffee Club Maxvorstadt,4.3,R F,"good food , great service and nice interior.",5.0,2022-06-06,en,0.031020652502775192,0.12212810665369034,0.8468512892723083
719,Mary's Coffee Club Maxvorstadt,4.3,Aretha Pahrevi,very satisfied with the pancakes,4.0,2022-06-06,en,0.029202856123447418,0.10921318084001541,0.861583948135376
720,Mary's Coffee Club Maxvorstadt,4.3,Nina Vetter,"nicht nur der kaffee ist super lecker, das personal sehr nett und zuvorkommend, dazu kommt noch die wunderschöne location. ich werde definitiv wieder kommen! :) danke für den schönen nachmittag bei euch!",5.0,2022-06-05,de,0.018284372985363007,0.0385068841278553,0.9432087540626526
721,Mary's Coffee Club Maxvorstadt,4.3,Vasilis Karts,"very nice brunch place in munich
nicely decorated place, staff was very friendly and attentive and food was great",5.0,2022-06-04,en,0.027061844244599342,0.09798874706029892,0.8749493956565857
722,Mary's Coffee Club Maxvorstadt,4.3,Mari N,"worth a visit! friendly staff, amazing florentine waffle.
the avocado smash bread was cold, which i didn’t expect, but overall was quite good.
you cannot book it in advance, so you have to wait in line.",5.0,2022-06-02,en,0.0988355502486229,0.13140471279621124,0.7697597742080688
723,Mary's Coffee Club Maxvorstadt,4.3,Lara W,super nette bedienung und super schönes café! komme sehr gerne wieder!!,5.0,2022-05-29,de,0.013617326505482197,0.045622363686561584,0.9407603144645691
724,Mary's Coffee Club Maxvorstadt,4.3,gözde şahin,"me and my husband visited here twice, breakfast was very good. the staff was very friendly.",5.0,2022-05-28,en,0.02234049327671528,0.11353050172328949,0.8641289472579956
725,Mary's Coffee Club Maxvorstadt,4.3,Anna Alg.,"war okay, aber nicht toll. wir fanden das café leider sehr überbewertet. service war durchschnittlich. mein essen war okay, aber die gerichte meiner freunde waren beide enttäuschend (z.b. brot härter als knäckebrot)…",3.0,2022-05-28,de,0.9454715847969055,0.042001716792583466,0.012526746839284897
726,Mary's Coffee Club Maxvorstadt,4.3,Shane Allen,super lecker und wunderschönes örtchen. bedienung sehr freundlich,5.0,2022-05-28,de,0.024273468181490898,0.05420302599668503,0.9215235114097595
727,"Cadu, Cafe an der Uni",4.0,Tekks,ich habe reserviert aber platz ist weg das geht gar nicht,1.0,2023-10-13,de,0.9134929776191711,0.0734250620007515,0.013082037679851055
728,"Cadu, Cafe an der Uni",4.0,Şenay Şahin,delicious i̇stanbul breakfast dish with sucuk omlette maybe the best in munich. very cozy inside or outside tables where you can enjoy the sun and watching passbyers. funghi pizza was also good. location is great to have a walk in beautiful english garden.,5.0,2023-10-12,en,0.06186903268098831,0.13303028047084808,0.805100679397583
729,"Cadu, Cafe an der Uni",4.0,Cláudio Cardona,"ah, cadu, or as it's more formally known, ""café an der uni."" this is not just another coffee shop; it's an institution in its own right. situated conveniently close to ludwig maximilian university of munich, this café is a mere stone's throw away from the universität u-bahn station, making it incredibly accessible. if you're walking, it’s just a jaunt from the city centre.

the first thing you should know about cadu is its symbiotic relationship with the intellectual life of munich. often bustling with students seeking a moment of respite between lectures, this café also attracts professors and other academic types. it’s a crucible where ideas are born over espressos and flat whites.

a noteworthy trivia about this place: it was originally founded in the post-war period as a bookstore. over time, the books may have made way for beans, but the literary spirit endures in the well-curated selection of newspapers and periodicals available for perusal.

in conclusion, cadu offers far more than your typical caffeine fix. it is a haven for intellectual discourse, a touchstone of local culture, and an oasis in the bustling life of a student or academic. whether you're penning your next dissertation or merely soaking in the academic atmosphere, cadu is a sanctuary you'd do well not to overlook.",4.0,2023-10-09,en,0.3988194167613983,0.3667723536491394,0.2344082146883011
730,"Cadu, Cafe an der Uni",4.0,Wolf Steinberger,"erstaunlich zivile preise, echt gute pizza, freundliche und professionelle bedienung",5.0,2023-10-04,de,0.05778465047478676,0.06962546706199646,0.8725898861885071
731,"Cadu, Cafe an der Uni",4.0,Just Ray,"this place is a café, restaurant and a drinking bar at the same time it just depends on the hour u get there. they have good food a lot of good drinks/cocktails to choose from. would recommend if u want to get drunk staff is really friendly",4.0,2023-10-01,en,0.03792174160480499,0.2154647558927536,0.7466135621070862
732,"Cadu, Cafe an der Uni",4.0,Röschen Blum,"food good, nothing fancy but tasty and more than reasonable prices. love the cake selection (the vegan chocolate cherry cake!!!). and a special star for the super friendly waiters, even on stressful days. they saved our day after we were treated badly by staff in a nearby ""fancy"" place.",5.0,2023-09-27,en,0.09137053787708282,0.10325056314468384,0.8053788542747498
733,"Cadu, Cafe an der Uni",4.0,Ma Al,"leider lustloses und gelangweiltes servicepersonal (falls man von service sprechen kann).
kellner schaut fußball und schaut löcher in die luft statt gäste zu bedienen.
wir sind ohne bestellung rausgegangen, um die ecke gibt es ausreichend konkurrenz.",1.0,2023-09-23,de,0.9503499865531921,0.040156297385692596,0.009493706747889519
734,"Cadu, Cafe an der Uni",4.0,R L,"alles bestens, immer wieder gerne :)",5.0,2023-09-18,de,0.011544710025191307,0.06578614562749863,0.9226691722869873
735,"Cadu, Cafe an der Uni",4.0,Luise Weinberg,"abscheulicher abend! schlimmster service von allen münchner bars: service-kraft war absolut unfreundlich, unverschämt und dreist. dies hat sich dadurch geäußert, dass unsere kellnerin sich selbst trinkgeld gegeben hat, obwohl wir aufgrund ihres mangelhaften services nicht bereit waren trinkgeld zu geben. sie hat sich dabei 2€ pro person eingesteckt. wir haben uns daraufhin nicht beschwert und wurden dann von einem extrem unfreundlichen mann (scheinbar der chef) unfreundlich aufgefordert auf der stelle das lokal zu verlassen. als wir ihm das mit dem trinkgeld gesagt haben, war er so freundlich und läppische 2€ auf den tisch zu werfen. nie wieder cadu so viel steht fest!!!
leute geht nicht dahin, studenten werden schamlos auseinandergenommen !!",1.0,2023-09-16,de,0.6930810213088989,0.19351638853549957,0.11340261250734329
736,"Cadu, Cafe an der Uni",4.0,Christoph Matthias Hagen,"im rahmen meiner bibliotheksrecherchen im herzoglichen georgianum nebenan bereits zweimal dort gegessen. beim ersten mal eine sehr gute pizza, beim bisher zweiten besuch ein sehr gutes rindersteak mit bratkartoffeln und einem schönen salat. dieses restaurant allein ist ein zusätzliches argument, archiv und bibliothek des georgianums regelmäßig zu konsultieren. andechser bier vom fass war obendrein sehr erfrischend für körper und geist!",5.0,2023-09-14,de,0.21825279295444489,0.21308693289756775,0.5686602592468262
737,"Cadu, Cafe an der Uni",4.0,Anirbas U. (Nichtsreimtsichaufuschi),der service könnte etwas schneller sein…wahrscheinlich auch zu wenig personal wie überall…schönes lokal zum verweilen…,4.0,2023-09-11,de,0.26860690116882324,0.22681660950183868,0.5045764446258545
738,"Cadu, Cafe an der Uni",4.0,Mr Mars,tolle terrasse,5.0,2023-09-10,it,0.07534422725439072,0.14183299243450165,0.7828227281570435
739,"Cadu, Cafe an der Uni",4.0,Michael Steinbrecher,super lecker essen und sehr nettes personal und voll auf zack. draußen sitzen im sommer ist mega...,4.0,2023-09-10,de,0.032367873936891556,0.058119550347328186,0.9095125794410706
740,"Cadu, Cafe an der Uni",4.0,Gabbyy,"obwohl viel los war hat man den mitarbeitern nichts angemerkt, immer freundlich und aufmerksam, gutes essen,",5.0,2023-09-10,de,0.06814076751470566,0.14108549058437347,0.7907737493515015
741,"Cadu, Cafe an der Uni",4.0,dokuWRLD,"horrible service, immature manager",1.0,2023-09-10,en,0.9573004841804504,0.026850318536162376,0.015849243849515915
742,"Cadu, Cafe an der Uni",4.0,Sedat “S.A.” Altun,"sehr schönes café, schönes ambiente. großes lob an laura, die uns heute hervorragend bedient hat.",5.0,2023-09-09,de,0.016427844762802124,0.038095418363809586,0.9454767107963562
743,"Cadu, Cafe an der Uni",4.0,Arne Junge,"samstag gegen frühen nachmaittag im oktober. viel los ist im hinteren teil des restaurants nicht, nur vorne im eingang. flucht und rettungswege kommen an ihre grenzen, genauso wie man da durch kommen soll, wenn man in den laden will. schön dicht gedrängt alles.
kinderkarre, anderen weg nehmen.
es mag hipp sein, einfach als bedienung aus nix hervorzuspringen und dann locker flockig meinen ""die karte müsst ihr mit dem handy scannen"" und wenn man kein smartphone dabei hat? wird einem ein tablet unter die nase gehalten. bestellung kam, außer etwas vergessen. keine nachfrage ob alles passt oder so.
zwischendrin konnte man einen zweiten kellner betrachten, wie er sich im kundenbereich seine pizza nahm und in den mund stopfte, dabei schön mit der zunge die ecken hinein in den mund. mund abwischen am handrücken, händewaschen wurde zwischenzeitlich überbewertet. ""ach das ist das konzept, das personal isst mitten im lokal"" immer wieder die szene. wahrscheinlich modern, vor den kunden sich das essen in den mund zu schieben, ob im stehen oder sitzen. und wenn man bezahlen will, muss man sich jemanden suchen. unser eindruck war: ""ihr habt jetzt ein getränk und seit jetzt zufrieden.""
vor corona war es noch besser da, auch wenn während corona und der stillstandzeit auch im laden weiterhin keine renovierung oder so kam. in den wc anlagen klemmten vorher schon die türen und nun immer noch. tradition eben. oft gehen wir da ja eh nicht hin. und nach dem nachmittag wird sich daran auch nichts ändern.",2.0,2023-09-05,de,0.3935394585132599,0.4793780744075775,0.12708252668380737
744,"Cadu, Cafe an der Uni",4.0,Rakan Otaibi,very pleasant ambiance,4.0,2023-09-03,en,0.03713170066475868,0.10619176179170609,0.8566765189170837
745,"Cadu, Cafe an der Uni",4.0,Rabea Riemer,"freundlicher service. das essen und die getränke waren lecker😋 4 sterne, da leider in unserer 8er gruppe mehrere gerichte vertauscht wurden.",4.0,2023-08-30,de,0.43295934796333313,0.20066672563552856,0.3663738965988159
746,"Cadu, Cafe an der Uni",4.0,Lucy Bischoff,"habe das cadu eigentlich in guter erinnerung gehabt. war allerdings heute dort essen & habe einen verschimmelten schokoladenkuchen bekommen. die bedienung hat uns sichtlich wahrgenommen, machte aber keinerlei anstalten zu uns zu kommen.",1.0,2023-08-30,de,0.19420179724693298,0.1961413323879242,0.609656810760498
749,"Cadu, Cafe an der Uni",4.0,mar mer,ein tolles ambiente mit freundlichem personal. bei dem essen und den getränken gab es nichts auszusetzen. absolut zi empfehlen!,5.0,2023-08-19,de,0.02759407088160515,0.06487511098384857,0.9075308442115784
750,"Cadu, Cafe an der Uni",4.0,Mulreay,food is cheaper than other places but there is a trade off for that. service was great and staff were very friendly though. worth a visit if you're passing by.,4.0,2023-08-13,en,0.078912153840065,0.14750143885612488,0.7735863327980042
751,"Cadu, Cafe an der Uni",4.0,Christian Steffenhagen,"netter heller überdachter innenhof. billigstes maß bier das ich in münchen gefunden habe! freundliches personal, gerne wieder!",5.0,2023-08-11,de,0.057080402970314026,0.09908755868673325,0.8438320755958557
752,"Cadu, Cafe an der Uni",4.0,Johino Eiter,"leckeres essen. top kellner. raum heizt leider schnell auf, aber das ist kein umstand. hat spaß gemacht. 👍️",5.0,2023-08-09,de,0.06597234308719635,0.07356265932321548,0.8604649901390076
753,"Cadu, Cafe an der Uni",4.0,F na,wie lecker sind denn bitte der master.- und der doktorenburger?? und die lecker gewürzten kartoffeln dazu. 10 von 10!,5.0,2023-08-09,de,0.10576307773590088,0.12433147430419922,0.7699054479598999
754,"Cadu, Cafe an der Uni",4.0,Gorka Andoni Aranzabal Mínguez,esta vez sólo para una cerveza. muy agradable. siempre que visitó münchen paso,5.0,2023-08-08,es,0.04201469570398331,0.17232057452201843,0.7856646776199341
755,"Cadu, Cafe an der Uni",4.0,Ross Kay,"after being gone from germany for more than 6 years, i am upgrading my review based on the many good memories we have of cafe an der uni.",5.0,2023-08-07,en,0.10005830973386765,0.2628766894340515,0.6370649933815002
756,"Cadu, Cafe an der Uni",4.0,Obada Masharka,"flasche campari steht an der bar, gin und roter vermouth. der ""barkeeper"" weiß nicht was ein negroni ist bzw. vermouth ist ein fremdwort.

ich erwarte nicht viel, aber bissl grundwissen an der bar muss man ja haben.

eher für bier & pizza.",2.0,2023-08-03,de,0.5493281483650208,0.4020082354545593,0.04866361990571022
757,"Cadu, Cafe an der Uni",4.0,Florian Georg,"lecken chicken bagel gegessen. immer wieder gerne :)
kann ebenfalls die burger und pizzen empfehlen",5.0,2023-08-02,de,0.016786890104413033,0.06486140191555023,0.9183516502380371
